시군구,연도,분기,기간,전문과목,전문의수,고령인구비율,세이상인구_평균,전체인구_평균
인제군,2023,01-04,2023.1/4,방사선종양학과,0,22.87,7345,32140.33
인제군,2023,02-04,2023.2/4,방사선종양학과,0,23.17,7431,32088
인제군,2023,03-04,2023.3/4,방사선종양학과,0,23.4,7507.67,32101.33
인제군,2023,04-04,2023.4/4,방사선종양학과,0,23.73,7595.33,31997.33
인제군,2024,01-04,2024.1/4,방사선종양학과,0,24.17,7697.33,31873.67
인제군,2024,02-04,2024.2/4,방사선종양학과,0,24.6,7808,31765
인제군,2024,03-04,2024.3/4,방사선종양학과,0,24.87,7876.33,31689.33
인제군,2024,04-04,2024.4/4,방사선종양학과,0,25.17,7952,31551.33
인제군,2025,01-04,2025.1/4,방사선종양학과,0,25.83,8073.33,31250.33
인제군,2025,02-04,2025.2/4,방사선종양학과,0,26.3,8168.67,31067.33
인제군,2025,03-04,2025.3/4,방사선종양학과,0,26.63,8236.33,30920
인제군,2025,04-04,2025.4/4,방사선종양학과,0,27.03,8348.67,30886
인제군,2009,01-04,2009.1/4,병리과,0,15.47,4880.33,31540.33
인제군,2009,02-04,2009.2/4,병리과,0,15.63,4930,31569
인제군,2009,03-04,2009.3/4,병리과,0,15.73,4969.67,31549.67
인제군,2009,04-04,2009.4/4,병리과,0,15.87,4996.67,31486.33
인제군,2010,01-04,2010.1/4,병리과,0,16.07,5034,31339
인제군,2010,02-04,2010.2/4,병리과,0,16.1,5073.67,31433.33
인제군,2010,03-04,2010.3/4,병리과,0,16.17,5082.67,31467.67
인제군,2010,04-04,2010.4/4,병리과,0,16.1,5113.67,31785.33
인제군,2011,01-04,2011.1/4,병리과,0,16.07,5104.33,31716.67
인제군,2011,02-04,2011.2/4,병리과,0,16.2,5119.67,31610
인제군,2011,03-04,2011.3/4,병리과,0,16.37,5166.33,31595.33
인제군,2011,04-04,2011.4/4,병리과,0,16.4,5212,31830.33
인제군,2012,01-04,2012.1/4,병리과,0,16.47,5243,31870.67
인제군,2012,02-04,2012.2/4,병리과,0,16.57,5300.33,31992
인제군,2012,03-04,2012.3/4,병리과,0,16.53,5338,32285
인제군,2012,04-04,2012.4/4,병리과,0,16.6,5386.33,32432.67
인제군,2013,01-04,2013.1/4,병리과,0,16.7,5402.67,32336.33
인제군,2013,02-04,2013.2/4,병리과,0,16.73,5425.67,32412.67
인제군,2013,03-04,2013.3/4,병리과,0,16.8,5455.67,32501.33
인제군,2013,04-04,2013.4/4,병리과,0,16.8,5463,32492.33
인제군,2014,01-04,2014.1/4,병리과,0,16.9,5490.33,32453
인제군,2014,02-04,2014.2/4,병리과,0,16.9,5489.67,32449.33
인제군,2014,03-04,2014.3/4,병리과,0,17.03,5524.33,32413.33
인제군,2014,04-04,2014.4/4,병리과,0,17.1,5533,32371.67
인제군,2015,01-04,2015.1/4,병리과,0,16.83,5555,32980.33
인제군,2015,02-04,2015.2/4,병리과,0,16.77,5557.33,33184
인제군,2015,03-04,2015.3/4,병리과,0,16.63,5549.67,33350
인제군,2015,04-04,2015.4/4,병리과,0,16.7,5564,33303.33
인제군,2016,01-04,2016.1/4,병리과,0,16.87,5582.67,33104.33
인제군,2016,02-04,2016.2/4,병리과,0,16.93,5586.67,32955.33
인제군,2016,03-04,2016.3/4,병리과,0,17.1,5606.33,32854
인제군,2016,04-04,2016.4/4,병리과,0,17.1,5609.33,32793.67
인제군,2017,01-04,2017.1/4,병리과,0,17.3,5634,32577.67
인제군,2017,02-04,2017.2/4,병리과,0,17.77,5764.67,32489.67
인제군,2017,03-04,2017.3/4,병리과,0,17.93,5828.67,32526.67
인제군,2017,04-04,2017.4/4,병리과,0,17.97,5852.33,32594.67
인제군,2018,01-04,2018.1/4,병리과,0,18.2,5896.67,32432.33
인제군,2018,02-04,2018.2/4,병리과,0,18.4,5955.67,32323.33
인제군,2018,03-04,2018.3/4,병리과,0,18.53,5990.33,32293
인제군,2018,04-04,2018.4/4,병리과,0,18.7,6008.33,32158.33
인제군,2019,01-04,2019.1/4,병리과,0,18.9,6050.33,31978
인제군,2019,02-04,2019.2/4,병리과,0,19.03,6074,31892.33
인제군,2019,03-04,2019.3/4,병리과,0,19.3,6122.33,31765.67
인제군,2019,04-04,2019.4/4,병리과,0,19.5,6175.33,31718.67
인제군,2020,01-04,2020.1/4,병리과,0,19.9,6261.33,31486.67
인제군,2020,02-04,2020.2/4,병리과,0,20.2,6375.67,31536
인제군,2020,03-04,2020.3/4,병리과,0,20.47,6456,31545
인제군,2020,04-04,2020.4/4,병리과,0,20.6,6521,31629
인제군,2021,01-04,2021.1/4,병리과,0,20.83,6588.67,31635.33
인제군,2021,02-04,2021.2/4,병리과,0,21.07,6666,31658.67
인제군,2021,03-04,2021.3/4,병리과,0,21.13,6763,32004.67
인제군,2021,04-04,2021.4/4,병리과,0,21.37,6863.67,32131
인제군,2022,01-04,2022.1/4,병리과,0,21.7,6987,32214.67
인제군,2022,02-04,2022.2/4,병리과,0,21.93,7054.33,32182.67
인제군,2022,03-04,2022.3/4,병리과,0,22.2,7152,32198
인제군,2022,04-04,2022.4/4,병리과,0,22.53,7243.33,32164.33
인제군,2023,01-04,2023.1/4,병리과,0,22.87,7345,32140.33
인제군,2023,02-04,2023.2/4,병리과,0,23.17,7431,32088
인제군,2023,03-04,2023.3/4,병리과,0,23.4,7507.67,32101.33
인제군,2023,04-04,2023.4/4,병리과,0,23.73,7595.33,31997.33
인제군,2024,01-04,2024.1/4,병리과,0,24.17,7697.33,31873.67
인제군,2024,02-04,2024.2/4,병리과,0,24.6,7808,31765
인제군,2024,03-04,2024.3/4,병리과,0,24.87,7876.33,31689.33
인제군,2024,04-04,2024.4/4,병리과,0,25.17,7952,31551.33
인제군,2025,01-04,2025.1/4,병리과,0,25.83,8073.33,31250.33
인제군,2025,02-04,2025.2/4,병리과,0,26.3,8168.67,31067.33
인제군,2025,03-04,2025.3/4,병리과,0,26.63,8236.33,30920
인제군,2025,04-04,2025.4/4,병리과,0,27.03,8348.67,30886
인제군,2009,01-04,2009.1/4,비뇨의학과,0,15.47,4880.33,31540.33
인제군,2009,02-04,2009.2/4,비뇨의학과,0,15.63,4930,31569
인제군,2009,03-04,2009.3/4,비뇨의학과,0,15.73,4969.67,31549.67
인제군,2009,04-04,2009.4/4,비뇨의학과,0,15.87,4996.67,31486.33
인제군,2010,01-04,2010.1/4,비뇨의학과,0,16.07,5034,31339
인제군,2010,02-04,2010.2/4,비뇨의학과,0,16.1,5073.67,31433.33
인제군,2010,03-04,2010.3/4,비뇨의학과,0,16.17,5082.67,31467.67
인제군,2010,04-04,2010.4/4,비뇨의학과,0,16.1,5113.67,31785.33
인제군,2011,01-04,2011.1/4,비뇨의학과,0,16.07,5104.33,31716.67
인제군,2011,02-04,2011.2/4,비뇨의학과,0,16.2,5119.67,31610
인제군,2011,03-04,2011.3/4,비뇨의학과,0,16.37,5166.33,31595.33
인제군,2011,04-04,2011.4/4,비뇨의학과,0,16.4,5212,31830.33
인제군,2012,01-04,2012.1/4,비뇨의학과,0,16.47,5243,31870.67
인제군,2012,02-04,2012.2/4,비뇨의학과,1,16.57,5300.33,31992
인제군,2012,03-04,2012.3/4,비뇨의학과,1,16.53,5338,32285
인제군,2012,04-04,2012.4/4,비뇨의학과,1,16.6,5386.33,32432.67
인제군,2013,01-04,2013.1/4,비뇨의학과,1,16.7,5402.67,32336.33
인제군,2013,02-04,2013.2/4,비뇨의학과,1,16.73,5425.67,32412.67
인제군,2013,03-04,2013.3/4,비뇨의학과,1,16.8,5455.67,32501.33
인제군,2013,04-04,2013.4/4,비뇨의학과,1,16.8,5463,32492.33
인제군,2014,01-04,2014.1/4,비뇨의학과,1,16.9,5490.33,32453
인제군,2014,02-04,2014.2/4,비뇨의학과,1,16.9,5489.67,32449.33
인제군,2014,03-04,2014.3/4,비뇨의학과,1,17.03,5524.33,32413.33
인제군,2014,04-04,2014.4/4,비뇨의학과,1,17.1,5533,32371.67
인제군,2015,01-04,2015.1/4,비뇨의학과,1,16.83,5555,32980.33
인제군,2015,02-04,2015.2/4,비뇨의학과,0,16.77,5557.33,33184
인제군,2015,03-04,2015.3/4,비뇨의학과,0,16.63,5549.67,33350
인제군,2015,04-04,2015.4/4,비뇨의학과,0,16.7,5564,33303.33
인제군,2016,01-04,2016.1/4,비뇨의학과,0,16.87,5582.67,33104.33
인제군,2016,02-04,2016.2/4,비뇨의학과,1,16.93,5586.67,32955.33
인제군,2016,03-04,2016.3/4,비뇨의학과,1,17.1,5606.33,32854
인제군,2016,04-04,2016.4/4,비뇨의학과,1,17.1,5609.33,32793.67
인제군,2017,01-04,2017.1/4,비뇨의학과,1,17.3,5634,32577.67
인제군,2017,02-04,2017.2/4,비뇨의학과,1,17.77,5764.67,32489.67
인제군,2017,03-04,2017.3/4,비뇨의학과,1,17.93,5828.67,32526.67
인제군,2017,04-04,2017.4/4,비뇨의학과,1,17.97,5852.33,32594.67
인제군,2018,01-04,2018.1/4,비뇨의학과,1,18.2,5896.67,32432.33
인제군,2018,02-04,2018.2/4,비뇨의학과,0,18.4,5955.67,32323.33
인제군,2018,03-04,2018.3/4,비뇨의학과,1,18.53,5990.33,32293
인제군,2018,04-04,2018.4/4,비뇨의학과,1,18.7,6008.33,32158.33
인제군,2019,01-04,2019.1/4,비뇨의학과,1,18.9,6050.33,31978
인제군,2019,02-04,2019.2/4,비뇨의학과,0,19.03,6074,31892.33
인제군,2019,03-04,2019.3/4,비뇨의학과,0,19.3,6122.33,31765.67
인제군,2019,04-04,2019.4/4,비뇨의학과,0,19.5,6175.33,31718.67
인제군,2020,01-04,2020.1/4,비뇨의학과,0,19.9,6261.33,31486.67
인제군,2020,02-04,2020.2/4,비뇨의학과,0,20.2,6375.67,31536
인제군,2020,03-04,2020.3/4,비뇨의학과,0,20.47,6456,31545
인제군,2020,04-04,2020.4/4,비뇨의학과,0,20.6,6521,31629
인제군,2021,01-04,2021.1/4,비뇨의학과,0,20.83,6588.67,31635.33
인제군,2021,02-04,2021.2/4,비뇨의학과,0,21.07,6666,31658.67
인제군,2021,03-04,2021.3/4,비뇨의학과,0,21.13,6763,32004.67
인제군,2021,04-04,2021.4/4,비뇨의학과,0,21.37,6863.67,32131
인제군,2022,01-04,2022.1/4,비뇨의학과,0,21.7,6987,32214.67
인제군,2022,02-04,2022.2/4,비뇨의학과,0,21.93,7054.33,32182.67
인제군,2022,03-04,2022.3/4,비뇨의학과,0,22.2,7152,32198
인제군,2022,04-04,2022.4/4,비뇨의학과,0,22.53,7243.33,32164.33
인제군,2023,01-04,2023.1/4,비뇨의학과,0,22.87,7345,32140.33
인제군,2023,02-04,2023.2/4,비뇨의학과,0,23.17,7431,32088
인제군,2023,03-04,2023.3/4,비뇨의학과,0,23.4,7507.67,32101.33
인제군,2023,04-04,2023.4/4,비뇨의학과,0,23.73,7595.33,31997.33
인제군,2024,01-04,2024.1/4,비뇨의학과,0,24.17,7697.33,31873.67
인제군,2024,02-04,2024.2/4,비뇨의학과,0,24.6,7808,31765
인제군,2024,03-04,2024.3/4,비뇨의학과,0,24.87,7876.33,31689.33
인제군,2024,04-04,2024.4/4,비뇨의학과,0,25.17,7952,31551.33
인제군,2025,01-04,2025.1/4,비뇨의학과,0,25.83,8073.33,31250.33
인제군,2025,02-04,2025.2/4,비뇨의학과,0,26.3,8168.67,31067.33
인제군,2025,03-04,2025.3/4,비뇨의학과,0,26.63,8236.33,30920
인제군,2025,04-04,2025.4/4,비뇨의학과,0,27.03,8348.67,30886
인제군,2009,01-04,2009.1/4,산부인과,0,15.47,4880.33,31540.33
인제군,2009,02-04,2009.2/4,산부인과,0,15.63,4930,31569
인제군,2009,03-04,2009.3/4,산부인과,0,15.73,4969.67,31549.67
인제군,2009,04-04,2009.4/4,산부인과,0,15.87,4996.67,31486.33
인제군,2010,01-04,2010.1/4,산부인과,0,16.07,5034,31339
인제군,2010,02-04,2010.2/4,산부인과,0,16.1,5073.67,31433.33
인제군,2010,03-04,2010.3/4,산부인과,0,16.17,5082.67,31467.67
인제군,2010,04-04,2010.4/4,산부인과,0,16.1,5113.67,31785.33
인제군,2011,01-04,2011.1/4,산부인과,0,16.07,5104.33,31716.67
인제군,2011,02-04,2011.2/4,산부인과,0,16.2,5119.67,31610
인제군,2011,03-04,2011.3/4,산부인과,0,16.37,5166.33,31595.33
인제군,2011,04-04,2011.4/4,산부인과,0,16.4,5212,31830.33
인제군,2012,01-04,2012.1/4,산부인과,0,16.47,5243,31870.67
인제군,2012,02-04,2012.2/4,산부인과,0,16.57,5300.33,31992
인제군,2012,03-04,2012.3/4,산부인과,1,16.53,5338,32285
인제군,2012,04-04,2012.4/4,산부인과,1,16.6,5386.33,32432.67
인제군,2013,01-04,2013.1/4,산부인과,1,16.7,5402.67,32336.33
인제군,2013,02-04,2013.2/4,산부인과,1,16.73,5425.67,32412.67
인제군,2013,03-04,2013.3/4,산부인과,1,16.8,5455.67,32501.33
인제군,2013,04-04,2013.4/4,산부인과,1,16.8,5463,32492.33
인제군,2014,01-04,2014.1/4,산부인과,1,16.9,5490.33,32453
인제군,2014,02-04,2014.2/4,산부인과,2,16.9,5489.67,32449.33
인제군,2014,03-04,2014.3/4,산부인과,1,17.03,5524.33,32413.33
인제군,2014,04-04,2014.4/4,산부인과,0,17.1,5533,32371.67
인제군,2015,01-04,2015.1/4,산부인과,0,16.83,5555,32980.33
인제군,2015,02-04,2015.2/4,산부인과,0,16.77,5557.33,33184
인제군,2015,03-04,2015.3/4,산부인과,1,16.63,5549.67,33350
인제군,2015,04-04,2015.4/4,산부인과,1,16.7,5564,33303.33
인제군,2016,01-04,2016.1/4,산부인과,1,16.87,5582.67,33104.33
인제군,2016,02-04,2016.2/4,산부인과,1,16.93,5586.67,32955.33
인제군,2016,03-04,2016.3/4,산부인과,1,17.1,5606.33,32854
인제군,2016,04-04,2016.4/4,산부인과,1,17.1,5609.33,32793.67
인제군,2017,01-04,2017.1/4,산부인과,1,17.3,5634,32577.67
인제군,2017,02-04,2017.2/4,산부인과,1,17.77,5764.67,32489.67
인제군,2017,03-04,2017.3/4,산부인과,1,17.93,5828.67,32526.67
인제군,2017,04-04,2017.4/4,산부인과,1,17.97,5852.33,32594.67
인제군,2018,01-04,2018.1/4,산부인과,1,18.2,5896.67,32432.33
인제군,2018,02-04,2018.2/4,산부인과,1,18.4,5955.67,32323.33
인제군,2018,03-04,2018.3/4,산부인과,1,18.53,5990.33,32293
인제군,2018,04-04,2018.4/4,산부인과,1,18.7,6008.33,32158.33
인제군,2019,01-04,2019.1/4,산부인과,1,18.9,6050.33,31978
인제군,2019,02-04,2019.2/4,산부인과,1,19.03,6074,31892.33
인제군,2019,03-04,2019.3/4,산부인과,1,19.3,6122.33,31765.67
인제군,2019,04-04,2019.4/4,산부인과,1,19.5,6175.33,31718.67
인제군,2020,01-04,2020.1/4,산부인과,1,19.9,6261.33,31486.67
인제군,2020,02-04,2020.2/4,산부인과,1,20.2,6375.67,31536
인제군,2020,03-04,2020.3/4,산부인과,1,20.47,6456,31545
인제군,2020,04-04,2020.4/4,산부인과,1,20.6,6521,31629
인제군,2021,01-04,2021.1/4,산부인과,2,20.83,6588.67,31635.33
인제군,2021,02-04,2021.2/4,산부인과,2,21.07,6666,31658.67
인제군,2021,03-04,2021.3/4,산부인과,2,21.13,6763,32004.67
인제군,2021,04-04,2021.4/4,산부인과,2,21.37,6863.67,32131
인제군,2022,01-04,2022.1/4,산부인과,2,21.7,6987,32214.67
인제군,2022,02-04,2022.2/4,산부인과,2,21.93,7054.33,32182.67
인제군,2022,03-04,2022.3/4,산부인과,2,22.2,7152,32198
인제군,2022,04-04,2022.4/4,산부인과,2,22.53,7243.33,32164.33
인제군,2023,01-04,2023.1/4,산부인과,2,22.87,7345,32140.33
인제군,2023,02-04,2023.2/4,산부인과,2,23.17,7431,32088
인제군,2023,03-04,2023.3/4,산부인과,2,23.4,7507.67,32101.33
인제군,2023,04-04,2023.4/4,산부인과,2,23.73,7595.33,31997.33
인제군,2024,01-04,2024.1/4,산부인과,2,24.17,7697.33,31873.67
인제군,2024,02-04,2024.2/4,산부인과,2,24.6,7808,31765
인제군,2024,03-04,2024.3/4,산부인과,2,24.87,7876.33,31689.33
인제군,2024,04-04,2024.4/4,산부인과,2,25.17,7952,31551.33
인제군,2025,01-04,2025.1/4,산부인과,2,25.83,8073.33,31250.33
인제군,2025,02-04,2025.2/4,산부인과,2,26.3,8168.67,31067.33
인제군,2025,03-04,2025.3/4,산부인과,2,26.63,8236.33,30920
인제군,2025,04-04,2025.4/4,산부인과,2,27.03,8348.67,30886
인제군,2009,01-04,2009.1/4,성형외과,1,15.47,4880.33,31540.33
인제군,2009,02-04,2009.2/4,성형외과,0,15.63,4930,31569
인제군,2009,03-04,2009.3/4,성형외과,0,15.73,4969.67,31549.67
인제군,2009,04-04,2009.4/4,성형외과,0,15.87,4996.67,31486.33
인제군,2010,01-04,2010.1/4,성형외과,0,16.07,5034,31339
인제군,2010,02-04,2010.2/4,성형외과,0,16.1,5073.67,31433.33
인제군,2010,03-04,2010.3/4,성형외과,0,16.17,5082.67,31467.67
인제군,2010,04-04,2010.4/4,성형외과,0,16.1,5113.67,31785.33
인제군,2011,01-04,2011.1/4,성형외과,0,16.07,5104.33,31716.67
인제군,2011,02-04,2011.2/4,성형외과,0,16.2,5119.67,31610
인제군,2011,03-04,2011.3/4,성형외과,0,16.37,5166.33,31595.33
인제군,2011,04-04,2011.4/4,성형외과,0,16.4,5212,31830.33
인제군,2012,01-04,2012.1/4,성형외과,0,16.47,5243,31870.67
인제군,2012,02-04,2012.2/4,성형외과,0,16.57,5300.33,31992
인제군,2012,03-04,2012.3/4,성형외과,0,16.53,5338,32285
인제군,2012,04-04,2012.4/4,성형외과,0,16.6,5386.33,32432.67
인제군,2013,01-04,2013.1/4,성형외과,0,16.7,5402.67,32336.33
인제군,2013,02-04,2013.2/4,성형외과,0,16.73,5425.67,32412.67
인제군,2013,03-04,2013.3/4,성형외과,0,16.8,5455.67,32501.33
인제군,2013,04-04,2013.4/4,성형외과,0,16.8,5463,32492.33
인제군,2014,01-04,2014.1/4,성형외과,0,16.9,5490.33,32453
인제군,2014,02-04,2014.2/4,성형외과,0,16.9,5489.67,32449.33
인제군,2014,03-04,2014.3/4,성형외과,0,17.03,5524.33,32413.33
인제군,2014,04-04,2014.4/4,성형외과,0,17.1,5533,32371.67
인제군,2015,01-04,2015.1/4,성형외과,0,16.83,5555,32980.33
인제군,2015,02-04,2015.2/4,성형외과,0,16.77,5557.33,33184
인제군,2015,03-04,2015.3/4,성형외과,0,16.63,5549.67,33350
인제군,2015,04-04,2015.4/4,성형외과,0,16.7,5564,33303.33
인제군,2016,01-04,2016.1/4,성형외과,0,16.87,5582.67,33104.33
인제군,2016,02-04,2016.2/4,성형외과,1,16.93,5586.67,32955.33
인제군,2016,03-04,2016.3/4,성형외과,1,17.1,5606.33,32854
인제군,2016,04-04,2016.4/4,성형외과,1,17.1,5609.33,32793.67
인제군,2017,01-04,2017.1/4,성형외과,1,17.3,5634,32577.67
인제군,2017,02-04,2017.2/4,성형외과,1,17.77,5764.67,32489.67
인제군,2017,03-04,2017.3/4,성형외과,1,17.93,5828.67,32526.67
인제군,2017,04-04,2017.4/4,성형외과,1,17.97,5852.33,32594.67
인제군,2018,01-04,2018.1/4,성형외과,1,18.2,5896.67,32432.33
인제군,2018,02-04,2018.2/4,성형외과,1,18.4,5955.67,32323.33
인제군,2018,03-04,2018.3/4,성형외과,1,18.53,5990.33,32293
인제군,2018,04-04,2018.4/4,성형외과,1,18.7,6008.33,32158.33
인제군,2019,01-04,2019.1/4,성형외과,1,18.9,6050.33,31978
인제군,2019,02-04,2019.2/4,성형외과,0,19.03,6074,31892.33
인제군,2019,03-04,2019.3/4,성형외과,0,19.3,6122.33,31765.67
인제군,2019,04-04,2019.4/4,성형외과,0,19.5,6175.33,31718.67
인제군,2020,01-04,2020.1/4,성형외과,0,19.9,6261.33,31486.67
인제군,2020,02-04,2020.2/4,성형외과,0,20.2,6375.67,31536
인제군,2020,03-04,2020.3/4,성형외과,0,20.47,6456,31545
인제군,2020,04-04,2020.4/4,성형외과,0,20.6,6521,31629
인제군,2021,01-04,2021.1/4,성형외과,0,20.83,6588.67,31635.33
인제군,2021,02-04,2021.2/4,성형외과,0,21.07,6666,31658.67
인제군,2021,03-04,2021.3/4,성형외과,0,21.13,6763,32004.67
인제군,2021,04-04,2021.4/4,성형외과,0,21.37,6863.67,32131
인제군,2022,01-04,2022.1/4,성형외과,0,21.7,6987,32214.67
인제군,2022,02-04,2022.2/4,성형외과,0,21.93,7054.33,32182.67
인제군,2022,03-04,2022.3/4,성형외과,0,22.2,7152,32198
인제군,2022,04-04,2022.4/4,성형외과,0,22.53,7243.33,32164.33
인제군,2023,01-04,2023.1/4,성형외과,0,22.87,7345,32140.33
인제군,2023,02-04,2023.2/4,성형외과,0,23.17,7431,32088
인제군,2023,03-04,2023.3/4,성형외과,0,23.4,7507.67,32101.33
인제군,2023,04-04,2023.4/4,성형외과,0,23.73,7595.33,31997.33
인제군,2024,01-04,2024.1/4,성형외과,0,24.17,7697.33,31873.67
인제군,2024,02-04,2024.2/4,성형외과,0,24.6,7808,31765
인제군,2024,03-04,2024.3/4,성형외과,0,24.87,7876.33,31689.33
인제군,2024,04-04,2024.4/4,성형외과,1,25.17,7952,31551.33
인제군,2025,01-04,2025.1/4,성형외과,1,25.83,8073.33,31250.33
인제군,2025,02-04,2025.2/4,성형외과,1,26.3,8168.67,31067.33
인제군,2025,03-04,2025.3/4,성형외과,1,26.63,8236.33,30920
인제군,2025,04-04,2025.4/4,성형외과,1,27.03,8348.67,30886
인제군,2009,01-04,2009.1/4,소아청소년과,1,15.47,4880.33,31540.33
인제군,2009,02-04,2009.2/4,소아청소년과,2,15.63,4930,31569
인제군,2009,03-04,2009.3/4,소아청소년과,2,15.73,4969.67,31549.67
인제군,2009,04-04,2009.4/4,소아청소년과,2,15.87,4996.67,31486.33
인제군,2010,01-04,2010.1/4,소아청소년과,2,16.07,5034,31339
인제군,2010,02-04,2010.2/4,소아청소년과,2,16.1,5073.67,31433.33
인제군,2010,03-04,2010.3/4,소아청소년과,2,16.17,5082.67,31467.67
인제군,2010,04-04,2010.4/4,소아청소년과,2,16.1,5113.67,31785.33
인제군,2011,01-04,2011.1/4,소아청소년과,2,16.07,5104.33,31716.67
인제군,2011,02-04,2011.2/4,소아청소년과,2,16.2,5119.67,31610
인제군,2011,03-04,2011.3/4,소아청소년과,2,16.37,5166.33,31595.33
인제군,2011,04-04,2011.4/4,소아청소년과,2,16.4,5212,31830.33
인제군,2012,01-04,2012.1/4,소아청소년과,2,16.47,5243,31870.67
인제군,2012,02-04,2012.2/4,소아청소년과,1,16.57,5300.33,31992
인제군,2012,03-04,2012.3/4,소아청소년과,1,16.53,5338,32285
인제군,2012,04-04,2012.4/4,소아청소년과,1,16.6,5386.33,32432.67
인제군,2013,01-04,2013.1/4,소아청소년과,1,16.7,5402.67,32336.33
인제군,2013,02-04,2013.2/4,소아청소년과,1,16.73,5425.67,32412.67
인제군,2013,03-04,2013.3/4,소아청소년과,1,16.8,5455.67,32501.33
인제군,2013,04-04,2013.4/4,소아청소년과,1,16.8,5463,32492.33
인제군,2014,01-04,2014.1/4,소아청소년과,1,16.9,5490.33,32453
인제군,2014,02-04,2014.2/4,소아청소년과,1,16.9,5489.67,32449.33
인제군,2014,03-04,2014.3/4,소아청소년과,1,17.03,5524.33,32413.33
인제군,2014,04-04,2014.4/4,소아청소년과,1,17.1,5533,32371.67
인제군,2015,01-04,2015.1/4,소아청소년과,1,16.83,5555,32980.33
인제군,2015,02-04,2015.2/4,소아청소년과,2,16.77,5557.33,33184
인제군,2015,03-04,2015.3/4,소아청소년과,2,16.63,5549.67,33350
인제군,2015,04-04,2015.4/4,소아청소년과,2,16.7,5564,33303.33
인제군,2016,01-04,2016.1/4,소아청소년과,2,16.87,5582.67,33104.33
인제군,2016,02-04,2016.2/4,소아청소년과,2,16.93,5586.67,32955.33
인제군,2016,03-04,2016.3/4,소아청소년과,2,17.1,5606.33,32854
인제군,2016,04-04,2016.4/4,소아청소년과,2,17.1,5609.33,32793.67
인제군,2017,01-04,2017.1/4,소아청소년과,2,17.3,5634,32577.67
인제군,2017,02-04,2017.2/4,소아청소년과,2,17.77,5764.67,32489.67
인제군,2017,03-04,2017.3/4,소아청소년과,2,17.93,5828.67,32526.67
인제군,2017,04-04,2017.4/4,소아청소년과,2,17.97,5852.33,32594.67
인제군,2018,01-04,2018.1/4,소아청소년과,2,18.2,5896.67,32432.33
인제군,2018,02-04,2018.2/4,소아청소년과,1,18.4,5955.67,32323.33
인제군,2018,03-04,2018.3/4,소아청소년과,1,18.53,5990.33,32293
인제군,2018,04-04,2018.4/4,소아청소년과,1,18.7,6008.33,32158.33
인제군,2019,01-04,2019.1/4,소아청소년과,1,18.9,6050.33,31978
인제군,2019,02-04,2019.2/4,소아청소년과,1,19.03,6074,31892.33
인제군,2019,03-04,2019.3/4,소아청소년과,1,19.3,6122.33,31765.67
인제군,2019,04-04,2019.4/4,소아청소년과,1,19.5,6175.33,31718.67
인제군,2020,01-04,2020.1/4,소아청소년과,1,19.9,6261.33,31486.67
인제군,2020,02-04,2020.2/4,소아청소년과,1,20.2,6375.67,31536
인제군,2020,03-04,2020.3/4,소아청소년과,1,20.47,6456,31545
인제군,2020,04-04,2020.4/4,소아청소년과,1,20.6,6521,31629
인제군,2021,01-04,2021.1/4,소아청소년과,0,20.83,6588.67,31635.33
인제군,2021,02-04,2021.2/4,소아청소년과,0,21.07,6666,31658.67
인제군,2021,03-04,2021.3/4,소아청소년과,1,21.13,6763,32004.67
인제군,2021,04-04,2021.4/4,소아청소년과,1,21.37,6863.67,32131
인제군,2022,01-04,2022.1/4,소아청소년과,1,21.7,6987,32214.67
인제군,2022,02-04,2022.2/4,소아청소년과,1,21.93,7054.33,32182.67
인제군,2022,03-04,2022.3/4,소아청소년과,1,22.2,7152,32198
인제군,2022,04-04,2022.4/4,소아청소년과,1,22.53,7243.33,32164.33
인제군,2023,01-04,2023.1/4,소아청소년과,1,22.87,7345,32140.33
인제군,2023,02-04,2023.2/4,소아청소년과,1,23.17,7431,32088
인제군,2023,03-04,2023.3/4,소아청소년과,1,23.4,7507.67,32101.33
인제군,2023,04-04,2023.4/4,소아청소년과,1,23.73,7595.33,31997.33
인제군,2024,01-04,2024.1/4,소아청소년과,1,24.17,7697.33,31873.67
인제군,2024,02-04,2024.2/4,소아청소년과,1,24.6,7808,31765
인제군,2024,03-04,2024.3/4,소아청소년과,1,24.87,7876.33,31689.33
인제군,2024,04-04,2024.4/4,소아청소년과,1,25.17,7952,31551.33
인제군,2025,01-04,2025.1/4,소아청소년과,1,25.83,8073.33,31250.33
인제군,2025,02-04,2025.2/4,소아청소년과,1,26.3,8168.67,31067.33
인제군,2025,03-04,2025.3/4,소아청소년과,1,26.63,8236.33,30920
인제군,2025,04-04,2025.4/4,소아청소년과,1,27.03,8348.67,30886
인제군,2009,01-04,2009.1/4,신경과,1,15.47,4880.33,31540.33
인제군,2009,02-04,2009.2/4,신경과,1,15.63,4930,31569
인제군,2009,03-04,2009.3/4,신경과,1,15.73,4969.67,31549.67
인제군,2009,04-04,2009.4/4,신경과,1,15.87,4996.67,31486.33
인제군,2010,01-04,2010.1/4,신경과,1,16.07,5034,31339
인제군,2010,02-04,2010.2/4,신경과,1,16.1,5073.67,31433.33
인제군,2010,03-04,2010.3/4,신경과,1,16.17,5082.67,31467.67
인제군,2010,04-04,2010.4/4,신경과,1,16.1,5113.67,31785.33
인제군,2011,01-04,2011.1/4,신경과,1,16.07,5104.33,31716.67
