시군구,연도,분기,기간,전문과목,전문의수,고령인구비율,세이상인구_평균,전체인구_평균
춘천시,2025,04-04,2025.4/4,심장혈관흉부외과,10,22.5,64087.33,285213.67
춘천시,2009,01-04,2009.1/4,안과,15,12.43,32617,262443.67
춘천시,2009,02-04,2009.2/4,안과,16,12.53,32971.67,262830
춘천시,2009,03-04,2009.3/4,안과,16,12.6,33235,263731.67
춘천시,2009,04-04,2009.4/4,안과,16,12.67,33581.67,264704.67
춘천시,2010,01-04,2010.1/4,안과,16,12.8,33957.33,265530.33
춘천시,2010,02-04,2010.2/4,안과,15,12.9,34353.67,266304.67
춘천시,2010,03-04,2010.3/4,안과,15,13,34664.33,267152.67
춘천시,2010,04-04,2010.4/4,안과,15,13.1,35299.33,269819.33
춘천시,2011,01-04,2011.1/4,안과,15,13.17,35632.33,270428
춘천시,2011,02-04,2011.2/4,안과,15,13.27,35933.67,270909
춘천시,2011,03-04,2011.3/4,안과,15,13.33,36258.33,271629
춘천시,2011,04-04,2011.4/4,안과,15,13.43,36648.67,272509.33
춘천시,2012,01-04,2012.1/4,안과,15,13.6,37141,272979.33
춘천시,2012,02-04,2012.2/4,안과,14,13.73,37525.67,273088.67
춘천시,2012,03-04,2012.3/4,안과,13,13.83,37819.67,273364.33
춘천시,2012,04-04,2012.4/4,안과,13,13.97,38169.67,273356
춘천시,2013,01-04,2013.1/4,안과,13,14.07,38496.33,273718
춘천시,2013,02-04,2013.2/4,안과,15,14.17,38785.33,273877.67
춘천시,2013,03-04,2013.3/4,안과,15,14.23,39042.33,274170.33
춘천시,2013,04-04,2013.4/4,안과,15,14.33,39365,274429.67
춘천시,2014,01-04,2014.1/4,안과,17,14.43,39635.67,274569
춘천시,2014,02-04,2014.2/4,안과,18,14.5,39815.33,275017
춘천시,2014,03-04,2014.3/4,안과,18,14.53,40128.67,275821
춘천시,2014,04-04,2014.4/4,안과,18,14.6,40337.33,276021.67
춘천시,2015,01-04,2015.1/4,안과,19,14.7,40523.33,276494.33
춘천시,2015,02-04,2015.2/4,안과,18,14.7,40593.67,276729.67
춘천시,2015,03-04,2015.3/4,안과,18,14.7,40751.67,277037.67
춘천시,2015,04-04,2015.4/4,안과,19,14.77,40989,277572.33
춘천시,2016,01-04,2016.1/4,안과,19,14.8,41269,278562
춘천시,2016,02-04,2016.2/4,안과,19,14.8,41343,278842
춘천시,2016,03-04,2016.3/4,안과,19,14.87,41488.33,279364.67
춘천시,2016,04-04,2016.4/4,안과,19,14.87,41623,280196.33
춘천시,2017,01-04,2017.1/4,안과,20,14.97,42001.33,280546.33
춘천시,2017,02-04,2017.2/4,안과,20,15.27,42764.33,279988
춘천시,2017,03-04,2017.3/4,안과,21,15.53,43440.67,280036
춘천시,2017,04-04,2017.4/4,안과,21,15.63,43821.67,280226.67
춘천시,2018,01-04,2018.1/4,안과,23,15.73,44173,280968
춘천시,2018,02-04,2018.2/4,안과,23,15.87,44546.67,280577.67
춘천시,2018,03-04,2018.3/4,안과,23,16.03,44948,280707.67
춘천시,2018,04-04,2018.4/4,안과,23,16.17,45382.67,280627
춘천시,2019,01-04,2019.1/4,안과,22,16.37,45894.33,280384.33
춘천시,2019,02-04,2019.2/4,안과,22,16.53,46343.33,280093.67
춘천시,2019,03-04,2019.3/4,안과,22,16.73,46870.67,280329
춘천시,2019,04-04,2019.4/4,안과,21,16.9,47478.33,280963
춘천시,2020,01-04,2020.1/4,안과,23,17.1,48219,281638.33
춘천시,2020,02-04,2020.2/4,안과,24,17.4,48991.33,281443.67
춘천시,2020,03-04,2020.3/4,안과,25,17.6,49567.33,281794
춘천시,2020,04-04,2020.4/4,안과,25,17.8,50320.67,282543
춘천시,2021,01-04,2021.1/4,안과,26,18.03,50958,282720.67
춘천시,2021,02-04,2021.2/4,안과,25,18.2,51424,282439.67
춘천시,2021,03-04,2021.3/4,안과,24,18.37,52005.67,282872.67
춘천시,2021,04-04,2021.4/4,안과,24,18.57,52740,284172.67
춘천시,2022,01-04,2022.1/4,안과,22,18.8,53576.67,285169
춘천시,2022,02-04,2022.2/4,안과,22,18.97,54180,285740
춘천시,2022,03-04,2022.3/4,안과,22,19.2,54899.33,286257.67
춘천시,2022,04-04,2022.4/4,안과,22,19.4,55613.33,286555
춘천시,2023,01-04,2023.1/4,안과,22,19.7,56413.67,286770.67
춘천시,2023,02-04,2023.2/4,안과,22,19.93,57097.33,286845
춘천시,2023,03-04,2023.3/4,안과,24,20.1,57765.33,286899.33
춘천시,2023,04-04,2023.4/4,안과,23,20.4,58412,286543
춘천시,2024,01-04,2024.1/4,안과,24,20.67,59172.33,286383
춘천시,2024,02-04,2024.2/4,안과,24,20.9,59833.67,286639.33
춘천시,2024,03-04,2024.3/4,안과,24,21.1,60388.33,286227
춘천시,2024,04-04,2024.4/4,안과,23,21.37,61083,286055
춘천시,2025,01-04,2025.1/4,안과,21,21.67,61891.33,285881.33
춘천시,2025,02-04,2025.2/4,안과,21,21.93,62638.67,285468.33
춘천시,2025,03-04,2025.3/4,안과,20,22.2,63349,285191.33
춘천시,2025,04-04,2025.4/4,안과,21,22.5,64087.33,285213.67
춘천시,2009,01-04,2009.1/4,영상의학과,12,12.43,32617,262443.67
춘천시,2009,02-04,2009.2/4,영상의학과,13,12.53,32971.67,262830
춘천시,2009,03-04,2009.3/4,영상의학과,13,12.6,33235,263731.67
춘천시,2009,04-04,2009.4/4,영상의학과,14,12.67,33581.67,264704.67
춘천시,2010,01-04,2010.1/4,영상의학과,14,12.8,33957.33,265530.33
춘천시,2010,02-04,2010.2/4,영상의학과,13,12.9,34353.67,266304.67
춘천시,2010,03-04,2010.3/4,영상의학과,14,13,34664.33,267152.67
춘천시,2010,04-04,2010.4/4,영상의학과,14,13.1,35299.33,269819.33
춘천시,2011,01-04,2011.1/4,영상의학과,13,13.17,35632.33,270428
춘천시,2011,02-04,2011.2/4,영상의학과,14,13.27,35933.67,270909
춘천시,2011,03-04,2011.3/4,영상의학과,14,13.33,36258.33,271629
춘천시,2011,04-04,2011.4/4,영상의학과,14,13.43,36648.67,272509.33
춘천시,2012,01-04,2012.1/4,영상의학과,15,13.6,37141,272979.33
춘천시,2012,02-04,2012.2/4,영상의학과,17,13.73,37525.67,273088.67
춘천시,2012,03-04,2012.3/4,영상의학과,16,13.83,37819.67,273364.33
춘천시,2012,04-04,2012.4/4,영상의학과,16,13.97,38169.67,273356
춘천시,2013,01-04,2013.1/4,영상의학과,16,14.07,38496.33,273718
춘천시,2013,02-04,2013.2/4,영상의학과,17,14.17,38785.33,273877.67
춘천시,2013,03-04,2013.3/4,영상의학과,17,14.23,39042.33,274170.33
춘천시,2013,04-04,2013.4/4,영상의학과,17,14.33,39365,274429.67
춘천시,2014,01-04,2014.1/4,영상의학과,17,14.43,39635.67,274569
춘천시,2014,02-04,2014.2/4,영상의학과,18,14.5,39815.33,275017
춘천시,2014,03-04,2014.3/4,영상의학과,17,14.53,40128.67,275821
춘천시,2014,04-04,2014.4/4,영상의학과,17,14.6,40337.33,276021.67
춘천시,2015,01-04,2015.1/4,영상의학과,17,14.7,40523.33,276494.33
춘천시,2015,02-04,2015.2/4,영상의학과,17,14.7,40593.67,276729.67
춘천시,2015,03-04,2015.3/4,영상의학과,19,14.7,40751.67,277037.67
춘천시,2015,04-04,2015.4/4,영상의학과,19,14.77,40989,277572.33
춘천시,2016,01-04,2016.1/4,영상의학과,20,14.8,41269,278562
춘천시,2016,02-04,2016.2/4,영상의학과,20,14.8,41343,278842
춘천시,2016,03-04,2016.3/4,영상의학과,20,14.87,41488.33,279364.67
춘천시,2016,04-04,2016.4/4,영상의학과,20,14.87,41623,280196.33
춘천시,2017,01-04,2017.1/4,영상의학과,19,14.97,42001.33,280546.33
춘천시,2017,02-04,2017.2/4,영상의학과,17,15.27,42764.33,279988
춘천시,2017,03-04,2017.3/4,영상의학과,18,15.53,43440.67,280036
춘천시,2017,04-04,2017.4/4,영상의학과,18,15.63,43821.67,280226.67
춘천시,2018,01-04,2018.1/4,영상의학과,20,15.73,44173,280968
춘천시,2018,02-04,2018.2/4,영상의학과,21,15.87,44546.67,280577.67
춘천시,2018,03-04,2018.3/4,영상의학과,19,16.03,44948,280707.67
춘천시,2018,04-04,2018.4/4,영상의학과,19,16.17,45382.67,280627
춘천시,2019,01-04,2019.1/4,영상의학과,22,16.37,45894.33,280384.33
춘천시,2019,02-04,2019.2/4,영상의학과,22,16.53,46343.33,280093.67
춘천시,2019,03-04,2019.3/4,영상의학과,22,16.73,46870.67,280329
춘천시,2019,04-04,2019.4/4,영상의학과,22,16.9,47478.33,280963
춘천시,2020,01-04,2020.1/4,영상의학과,21,17.1,48219,281638.33
춘천시,2020,02-04,2020.2/4,영상의학과,22,17.4,48991.33,281443.67
춘천시,2020,03-04,2020.3/4,영상의학과,22,17.6,49567.33,281794
춘천시,2020,04-04,2020.4/4,영상의학과,22,17.8,50320.67,282543
춘천시,2021,01-04,2021.1/4,영상의학과,20,18.03,50958,282720.67
춘천시,2021,02-04,2021.2/4,영상의학과,21,18.2,51424,282439.67
춘천시,2021,03-04,2021.3/4,영상의학과,20,18.37,52005.67,282872.67
춘천시,2021,04-04,2021.4/4,영상의학과,20,18.57,52740,284172.67
춘천시,2022,01-04,2022.1/4,영상의학과,22,18.8,53576.67,285169
춘천시,2022,02-04,2022.2/4,영상의학과,20,18.97,54180,285740
춘천시,2022,03-04,2022.3/4,영상의학과,21,19.2,54899.33,286257.67
춘천시,2022,04-04,2022.4/4,영상의학과,21,19.4,55613.33,286555
춘천시,2023,01-04,2023.1/4,영상의학과,21,19.7,56413.67,286770.67
춘천시,2023,02-04,2023.2/4,영상의학과,22,19.93,57097.33,286845
춘천시,2023,03-04,2023.3/4,영상의학과,22,20.1,57765.33,286899.33
춘천시,2023,04-04,2023.4/4,영상의학과,22,20.4,58412,286543
춘천시,2024,01-04,2024.1/4,영상의학과,23,20.67,59172.33,286383
춘천시,2024,02-04,2024.2/4,영상의학과,24,20.9,59833.67,286639.33
춘천시,2024,03-04,2024.3/4,영상의학과,21,21.1,60388.33,286227
춘천시,2024,04-04,2024.4/4,영상의학과,20,21.37,61083,286055
춘천시,2025,01-04,2025.1/4,영상의학과,18,21.67,61891.33,285881.33
춘천시,2025,02-04,2025.2/4,영상의학과,19,21.93,62638.67,285468.33
춘천시,2025,03-04,2025.3/4,영상의학과,20,22.2,63349,285191.33
춘천시,2025,04-04,2025.4/4,영상의학과,20,22.5,64087.33,285213.67
춘천시,2009,01-04,2009.1/4,예방의학과,2,12.43,32617,262443.67
춘천시,2009,02-04,2009.2/4,예방의학과,2,12.53,32971.67,262830
춘천시,2009,03-04,2009.3/4,예방의학과,2,12.6,33235,263731.67
춘천시,2009,04-04,2009.4/4,예방의학과,2,12.67,33581.67,264704.67
춘천시,2010,01-04,2010.1/4,예방의학과,2,12.8,33957.33,265530.33
춘천시,2010,02-04,2010.2/4,예방의학과,2,12.9,34353.67,266304.67
춘천시,2010,03-04,2010.3/4,예방의학과,2,13,34664.33,267152.67
춘천시,2010,04-04,2010.4/4,예방의학과,2,13.1,35299.33,269819.33
춘천시,2011,01-04,2011.1/4,예방의학과,2,13.17,35632.33,270428
춘천시,2011,02-04,2011.2/4,예방의학과,2,13.27,35933.67,270909
춘천시,2011,03-04,2011.3/4,예방의학과,2,13.33,36258.33,271629
춘천시,2011,04-04,2011.4/4,예방의학과,2,13.43,36648.67,272509.33
춘천시,2012,01-04,2012.1/4,예방의학과,2,13.6,37141,272979.33
춘천시,2012,02-04,2012.2/4,예방의학과,2,13.73,37525.67,273088.67
춘천시,2012,03-04,2012.3/4,예방의학과,2,13.83,37819.67,273364.33
춘천시,2012,04-04,2012.4/4,예방의학과,2,13.97,38169.67,273356
춘천시,2013,01-04,2013.1/4,예방의학과,2,14.07,38496.33,273718
춘천시,2013,02-04,2013.2/4,예방의학과,3,14.17,38785.33,273877.67
춘천시,2013,03-04,2013.3/4,예방의학과,3,14.23,39042.33,274170.33
춘천시,2013,04-04,2013.4/4,예방의학과,3,14.33,39365,274429.67
춘천시,2014,01-04,2014.1/4,예방의학과,3,14.43,39635.67,274569
춘천시,2014,02-04,2014.2/4,예방의학과,2,14.5,39815.33,275017
춘천시,2014,03-04,2014.3/4,예방의학과,2,14.53,40128.67,275821
춘천시,2014,04-04,2014.4/4,예방의학과,2,14.6,40337.33,276021.67
춘천시,2015,01-04,2015.1/4,예방의학과,2,14.7,40523.33,276494.33
춘천시,2015,02-04,2015.2/4,예방의학과,2,14.7,40593.67,276729.67
춘천시,2015,03-04,2015.3/4,예방의학과,2,14.7,40751.67,277037.67
춘천시,2015,04-04,2015.4/4,예방의학과,2,14.77,40989,277572.33
춘천시,2016,01-04,2016.1/4,예방의학과,2,14.8,41269,278562
춘천시,2016,02-04,2016.2/4,예방의학과,2,14.8,41343,278842
춘천시,2016,03-04,2016.3/4,예방의학과,2,14.87,41488.33,279364.67
춘천시,2016,04-04,2016.4/4,예방의학과,2,14.87,41623,280196.33
춘천시,2017,01-04,2017.1/4,예방의학과,1,14.97,42001.33,280546.33
춘천시,2017,02-04,2017.2/4,예방의학과,2,15.27,42764.33,279988
춘천시,2017,03-04,2017.3/4,예방의학과,2,15.53,43440.67,280036
춘천시,2017,04-04,2017.4/4,예방의학과,2,15.63,43821.67,280226.67
춘천시,2018,01-04,2018.1/4,예방의학과,2,15.73,44173,280968
춘천시,2018,02-04,2018.2/4,예방의학과,2,15.87,44546.67,280577.67
춘천시,2018,03-04,2018.3/4,예방의학과,2,16.03,44948,280707.67
춘천시,2018,04-04,2018.4/4,예방의학과,2,16.17,45382.67,280627
춘천시,2019,01-04,2019.1/4,예방의학과,3,16.37,45894.33,280384.33
춘천시,2019,02-04,2019.2/4,예방의학과,3,16.53,46343.33,280093.67
춘천시,2019,03-04,2019.3/4,예방의학과,3,16.73,46870.67,280329
춘천시,2019,04-04,2019.4/4,예방의학과,3,16.9,47478.33,280963
춘천시,2020,01-04,2020.1/4,예방의학과,3,17.1,48219,281638.33
춘천시,2020,02-04,2020.2/4,예방의학과,3,17.4,48991.33,281443.67
춘천시,2020,03-04,2020.3/4,예방의학과,4,17.6,49567.33,281794
춘천시,2020,04-04,2020.4/4,예방의학과,4,17.8,50320.67,282543
춘천시,2021,01-04,2021.1/4,예방의학과,4,18.03,50958,282720.67
춘천시,2021,02-04,2021.2/4,예방의학과,4,18.2,51424,282439.67
춘천시,2021,03-04,2021.3/4,예방의학과,4,18.37,52005.67,282872.67
춘천시,2021,04-04,2021.4/4,예방의학과,4,18.57,52740,284172.67
춘천시,2022,01-04,2022.1/4,예방의학과,4,18.8,53576.67,285169
춘천시,2022,02-04,2022.2/4,예방의학과,4,18.97,54180,285740
춘천시,2022,03-04,2022.3/4,예방의학과,4,19.2,54899.33,286257.67
춘천시,2022,04-04,2022.4/4,예방의학과,4,19.4,55613.33,286555
춘천시,2023,01-04,2023.1/4,예방의학과,4,19.7,56413.67,286770.67
춘천시,2023,02-04,2023.2/4,예방의학과,4,19.93,57097.33,286845
춘천시,2023,03-04,2023.3/4,예방의학과,4,20.1,57765.33,286899.33
춘천시,2023,04-04,2023.4/4,예방의학과,4,20.4,58412,286543
춘천시,2024,01-04,2024.1/4,예방의학과,4,20.67,59172.33,286383
춘천시,2024,02-04,2024.2/4,예방의학과,4,20.9,59833.67,286639.33
춘천시,2024,03-04,2024.3/4,예방의학과,3,21.1,60388.33,286227
춘천시,2024,04-04,2024.4/4,예방의학과,3,21.37,61083,286055
춘천시,2025,01-04,2025.1/4,예방의학과,3,21.67,61891.33,285881.33
춘천시,2025,02-04,2025.2/4,예방의학과,3,21.93,62638.67,285468.33
춘천시,2025,03-04,2025.3/4,예방의학과,3,22.2,63349,285191.33
춘천시,2025,04-04,2025.4/4,예방의학과,3,22.5,64087.33,285213.67
춘천시,2009,01-04,2009.1/4,외과,26,12.43,32617,262443.67
춘천시,2009,02-04,2009.2/4,외과,27,12.53,32971.67,262830
춘천시,2009,03-04,2009.3/4,외과,26,12.6,33235,263731.67
춘천시,2009,04-04,2009.4/4,외과,27,12.67,33581.67,264704.67
춘천시,2010,01-04,2010.1/4,외과,26,12.8,33957.33,265530.33
춘천시,2010,02-04,2010.2/4,외과,28,12.9,34353.67,266304.67
춘천시,2010,03-04,2010.3/4,외과,29,13,34664.33,267152.67
춘천시,2010,04-04,2010.4/4,외과,30,13.1,35299.33,269819.33
춘천시,2011,01-04,2011.1/4,외과,27,13.17,35632.33,270428
춘천시,2011,02-04,2011.2/4,외과,28,13.27,35933.67,270909
춘천시,2011,03-04,2011.3/4,외과,27,13.33,36258.33,271629
춘천시,2011,04-04,2011.4/4,외과,27,13.43,36648.67,272509.33
춘천시,2012,01-04,2012.1/4,외과,26,13.6,37141,272979.33
춘천시,2012,02-04,2012.2/4,외과,24,13.73,37525.67,273088.67
춘천시,2012,03-04,2012.3/4,외과,24,13.83,37819.67,273364.33
춘천시,2012,04-04,2012.4/4,외과,25,13.97,38169.67,273356
춘천시,2013,01-04,2013.1/4,외과,26,14.07,38496.33,273718
춘천시,2013,02-04,2013.2/4,외과,25,14.17,38785.33,273877.67
춘천시,2013,03-04,2013.3/4,외과,26,14.23,39042.33,274170.33
춘천시,2013,04-04,2013.4/4,외과,26,14.33,39365,274429.67
춘천시,2014,01-04,2014.1/4,외과,26,14.43,39635.67,274569
춘천시,2014,02-04,2014.2/4,외과,28,14.5,39815.33,275017
춘천시,2014,03-04,2014.3/4,외과,29,14.53,40128.67,275821
춘천시,2014,04-04,2014.4/4,외과,29,14.6,40337.33,276021.67
춘천시,2015,01-04,2015.1/4,외과,29,14.7,40523.33,276494.33
춘천시,2015,02-04,2015.2/4,외과,30,14.7,40593.67,276729.67
춘천시,2015,03-04,2015.3/4,외과,31,14.7,40751.67,277037.67
춘천시,2015,04-04,2015.4/4,외과,30,14.77,40989,277572.33
춘천시,2016,01-04,2016.1/4,외과,28,14.8,41269,278562
춘천시,2016,02-04,2016.2/4,외과,27,14.8,41343,278842
춘천시,2016,03-04,2016.3/4,외과,28,14.87,41488.33,279364.67
춘천시,2016,04-04,2016.4/4,외과,29,14.87,41623,280196.33
춘천시,2017,01-04,2017.1/4,외과,30,14.97,42001.33,280546.33
춘천시,2017,02-04,2017.2/4,외과,29,15.27,42764.33,279988
춘천시,2017,03-04,2017.3/4,외과,29,15.53,43440.67,280036
춘천시,2017,04-04,2017.4/4,외과,30,15.63,43821.67,280226.67
춘천시,2018,01-04,2018.1/4,외과,30,15.73,44173,280968
춘천시,2018,02-04,2018.2/4,외과,30,15.87,44546.67,280577.67
춘천시,2018,03-04,2018.3/4,외과,31,16.03,44948,280707.67
춘천시,2018,04-04,2018.4/4,외과,31,16.17,45382.67,280627
춘천시,2019,01-04,2019.1/4,외과,31,16.37,45894.33,280384.33
춘천시,2019,02-04,2019.2/4,외과,31,16.53,46343.33,280093.67
춘천시,2019,03-04,2019.3/4,외과,30,16.73,46870.67,280329
춘천시,2019,04-04,2019.4/4,외과,31,16.9,47478.33,280963
춘천시,2020,01-04,2020.1/4,외과,31,17.1,48219,281638.33
춘천시,2020,02-04,2020.2/4,외과,30,17.4,48991.33,281443.67
춘천시,2020,03-04,2020.3/4,외과,30,17.6,49567.33,281794
춘천시,2020,04-04,2020.4/4,외과,30,17.8,50320.67,282543
춘천시,2021,01-04,2021.1/4,외과,29,18.03,50958,282720.67
춘천시,2021,02-04,2021.2/4,외과,30,18.2,51424,282439.67
춘천시,2021,03-04,2021.3/4,외과,28,18.37,52005.67,282872.67
춘천시,2021,04-04,2021.4/4,외과,29,18.57,52740,284172.67
춘천시,2022,01-04,2022.1/4,외과,29,18.8,53576.67,285169
춘천시,2022,02-04,2022.2/4,외과,28,18.97,54180,285740
춘천시,2022,03-04,2022.3/4,외과,28,19.2,54899.33,286257.67
춘천시,2022,04-04,2022.4/4,외과,29,19.4,55613.33,286555
춘천시,2023,01-04,2023.1/4,외과,25,19.7,56413.67,286770.67
춘천시,2023,02-04,2023.2/4,외과,27,19.93,57097.33,286845
춘천시,2023,03-04,2023.3/4,외과,26,20.1,57765.33,286899.33
춘천시,2023,04-04,2023.4/4,외과,26,20.4,58412,286543
춘천시,2024,01-04,2024.1/4,외과,28,20.67,59172.33,286383
춘천시,2024,02-04,2024.2/4,외과,26,20.9,59833.67,286639.33
춘천시,2024,03-04,2024.3/4,외과,27,21.1,60388.33,286227
춘천시,2024,04-04,2024.4/4,외과,27,21.37,61083,286055
춘천시,2025,01-04,2025.1/4,외과,27,21.67,61891.33,285881.33
춘천시,2025,02-04,2025.2/4,외과,28,21.93,62638.67,285468.33
춘천시,2025,03-04,2025.3/4,외과,28,22.2,63349,285191.33
춘천시,2025,04-04,2025.4/4,외과,28,22.5,64087.33,285213.67
춘천시,2009,01-04,2009.1/4,응급의학과,7,12.43,32617,262443.67
춘천시,2009,02-04,2009.2/4,응급의학과,7,12.53,32971.67,262830
춘천시,2009,03-04,2009.3/4,응급의학과,7,12.6,33235,263731.67
춘천시,2009,04-04,2009.4/4,응급의학과,7,12.67,33581.67,264704.67
춘천시,2010,01-04,2010.1/4,응급의학과,7,12.8,33957.33,265530.33
춘천시,2010,02-04,2010.2/4,응급의학과,10,12.9,34353.67,266304.67
춘천시,2010,03-04,2010.3/4,응급의학과,10,13,34664.33,267152.67
춘천시,2010,04-04,2010.4/4,응급의학과,10,13.1,35299.33,269819.33
춘천시,2011,01-04,2011.1/4,응급의학과,10,13.17,35632.33,270428
춘천시,2011,02-04,2011.2/4,응급의학과,9,13.27,35933.67,270909
춘천시,2011,03-04,2011.3/4,응급의학과,9,13.33,36258.33,271629
춘천시,2011,04-04,2011.4/4,응급의학과,9,13.43,36648.67,272509.33
춘천시,2012,01-04,2012.1/4,응급의학과,10,13.6,37141,272979.33
춘천시,2012,02-04,2012.2/4,응급의학과,11,13.73,37525.67,273088.67
춘천시,2012,03-04,2012.3/4,응급의학과,11,13.83,37819.67,273364.33
춘천시,2012,04-04,2012.4/4,응급의학과,11,13.97,38169.67,273356
춘천시,2013,01-04,2013.1/4,응급의학과,9,14.07,38496.33,273718
춘천시,2013,02-04,2013.2/4,응급의학과,10,14.17,38785.33,273877.67
춘천시,2013,03-04,2013.3/4,응급의학과,10,14.23,39042.33,274170.33
춘천시,2013,04-04,2013.4/4,응급의학과,10,14.33,39365,274429.67
춘천시,2014,01-04,2014.1/4,응급의학과,9,14.43,39635.67,274569
춘천시,2014,02-04,2014.2/4,응급의학과,12,14.5,39815.33,275017
춘천시,2014,03-04,2014.3/4,응급의학과,12,14.53,40128.67,275821
춘천시,2014,04-04,2014.4/4,응급의학과,12,14.6,40337.33,276021.67
춘천시,2015,01-04,2015.1/4,응급의학과,11,14.7,40523.33,276494.33
춘천시,2015,02-04,2015.2/4,응급의학과,12,14.7,40593.67,276729.67
춘천시,2015,03-04,2015.3/4,응급의학과,12,14.7,40751.67,277037.67
춘천시,2015,04-04,2015.4/4,응급의학과,12,14.77,40989,277572.33
춘천시,2016,01-04,2016.1/4,응급의학과,13,14.8,41269,278562
춘천시,2016,02-04,2016.2/4,응급의학과,13,14.8,41343,278842
춘천시,2016,03-04,2016.3/4,응급의학과,13,14.87,41488.33,279364.67
춘천시,2016,04-04,2016.4/4,응급의학과,13,14.87,41623,280196.33
춘천시,2017,01-04,2017.1/4,응급의학과,14,14.97,42001.33,280546.33
춘천시,2017,02-04,2017.2/4,응급의학과,14,15.27,42764.33,279988
춘천시,2017,03-04,2017.3/4,응급의학과,14,15.53,43440.67,280036
춘천시,2017,04-04,2017.4/4,응급의학과,14,15.63,43821.67,280226.67
춘천시,2018,01-04,2018.1/4,응급의학과,14,15.73,44173,280968
춘천시,2018,02-04,2018.2/4,응급의학과,14,15.87,44546.67,280577.67
춘천시,2018,03-04,2018.3/4,응급의학과,14,16.03,44948,280707.67
춘천시,2018,04-04,2018.4/4,응급의학과,14,16.17,45382.67,280627
춘천시,2019,01-04,2019.1/4,응급의학과,16,16.37,45894.33,280384.33
춘천시,2019,02-04,2019.2/4,응급의학과,17,16.53,46343.33,280093.67
춘천시,2019,03-04,2019.3/4,응급의학과,16,16.73,46870.67,280329
춘천시,2019,04-04,2019.4/4,응급의학과,17,16.9,47478.33,280963
춘천시,2020,01-04,2020.1/4,응급의학과,17,17.1,48219,281638.33
춘천시,2020,02-04,2020.2/4,응급의학과,19,17.4,48991.33,281443.67
춘천시,2020,03-04,2020.3/4,응급의학과,19,17.6,49567.33,281794
춘천시,2020,04-04,2020.4/4,응급의학과,19,17.8,50320.67,282543
춘천시,2021,01-04,2021.1/4,응급의학과,20,18.03,50958,282720.67
춘천시,2021,02-04,2021.2/4,응급의학과,20,18.2,51424,282439.67
춘천시,2021,03-04,2021.3/4,응급의학과,19,18.37,52005.67,282872.67
춘천시,2021,04-04,2021.4/4,응급의학과,19,18.57,52740,284172.67
춘천시,2022,01-04,2022.1/4,응급의학과,21,18.8,53576.67,285169
춘천시,2022,02-04,2022.2/4,응급의학과,20,18.97,54180,285740
춘천시,2022,03-04,2022.3/4,응급의학과,21,19.2,54899.33,286257.67
춘천시,2022,04-04,2022.4/4,응급의학과,21,19.4,55613.33,286555
춘천시,2023,01-04,2023.1/4,응급의학과,22,19.7,56413.67,286770.67
춘천시,2023,02-04,2023.2/4,응급의학과,23,19.93,57097.33,286845
춘천시,2023,03-04,2023.3/4,응급의학과,20,20.1,57765.33,286899.33
춘천시,2023,04-04,2023.4/4,응급의학과,19,20.4,58412,286543
춘천시,2024,01-04,2024.1/4,응급의학과,21,20.67,59172.33,286383
춘천시,2024,02-04,2024.2/4,응급의학과,21,20.9,59833.67,286639.33
춘천시,2024,03-04,2024.3/4,응급의학과,21,21.1,60388.33,286227
춘천시,2024,04-04,2024.4/4,응급의학과,21,21.37,61083,286055
춘천시,2025,01-04,2025.1/4,응급의학과,23,21.67,61891.33,285881.33
춘천시,2025,02-04,2025.2/4,응급의학과,28,21.93,62638.67,285468.33
춘천시,2025,03-04,2025.3/4,응급의학과,30,22.2,63349,285191.33
춘천시,2025,04-04,2025.4/4,응급의학과,30,22.5,64087.33,285213.67
춘천시,2009,01-04,2009.1/4,이비인후과,20,12.43,32617,262443.67
춘천시,2009,02-04,2009.2/4,이비인후과,20,12.53,32971.67,262830
춘천시,2009,03-04,2009.3/4,이비인후과,20,12.6,33235,263731.67
춘천시,2009,04-04,2009.4/4,이비인후과,22,12.67,33581.67,264704.67
춘천시,2010,01-04,2010.1/4,이비인후과,22,12.8,33957.33,265530.33
춘천시,2010,02-04,2010.2/4,이비인후과,23,12.9,34353.67,266304.67
춘천시,2010,03-04,2010.3/4,이비인후과,22,13,34664.33,267152.67
춘천시,2010,04-04,2010.4/4,이비인후과,22,13.1,35299.33,269819.33
춘천시,2011,01-04,2011.1/4,이비인후과,23,13.17,35632.33,270428
춘천시,2011,02-04,2011.2/4,이비인후과,23,13.27,35933.67,270909
춘천시,2011,03-04,2011.3/4,이비인후과,21,13.33,36258.33,271629
춘천시,2011,04-04,2011.4/4,이비인후과,21,13.43,36648.67,272509.33
춘천시,2012,01-04,2012.1/4,이비인후과,20,13.6,37141,272979.33
춘천시,2012,02-04,2012.2/4,이비인후과,20,13.73,37525.67,273088.67
춘천시,2012,03-04,2012.3/4,이비인후과,19,13.83,37819.67,273364.33
춘천시,2012,04-04,2012.4/4,이비인후과,19,13.97,38169.67,273356
춘천시,2013,01-04,2013.1/4,이비인후과,20,14.07,38496.33,273718
춘천시,2013,02-04,2013.2/4,이비인후과,20,14.17,38785.33,273877.67
춘천시,2013,03-04,2013.3/4,이비인후과,20,14.23,39042.33,274170.33
춘천시,2013,04-04,2013.4/4,이비인후과,20,14.33,39365,274429.67
