시군구,연도,분기,기간,고령인구비율,세이상인구_평균,전체인구_평균
강릉시,2008,1,2008.1/4,12.77,28058.67,219891.67
강릉시,2008,2,2008.2/4,12.9,28297.0,219384.0
강릉시,2008,3,2008.3/4,12.97,28379.67,219011.0
강릉시,2008,4,2008.4/4,13.07,28580.67,218557.33
강릉시,2009,1,2009.1/4,13.3,28964.67,217929.0
강릉시,2009,2,2009.2/4,13.5,29331.0,217517.0
강릉시,2009,3,2009.3/4,13.57,29495.67,217568.67
강릉시,2009,4,2009.4/4,13.67,29763.67,217557.67
강릉시,2010,1,2010.1/4,13.87,30116.0,217300.33
강릉시,2010,2,2010.2/4,14.1,30562.67,216973.0
강릉시,2010,3,2010.3/4,14.2,30847.67,216862.33
강릉시,2010,4,2010.4/4,14.3,31226.33,218578.67
강릉시,2011,1,2011.1/4,14.37,31403.67,218322.33
강릉시,2011,2,2011.2/4,14.53,31648.0,217910.33
강릉시,2011,3,2011.3/4,14.67,31925.0,217914.0
강릉시,2011,4,2011.4/4,14.77,32153.0,217735.33
강릉시,2012,1,2012.1/4,14.93,32498.33,217698.0
강릉시,2012,2,2012.2/4,15.1,32884.33,217812.67
강릉시,2012,3,2012.3/4,15.23,33201.67,217732.0
강릉시,2012,4,2012.4/4,15.37,33518.33,217878.33
강릉시,2013,1,2013.1/4,15.6,33938.67,217312.0
강릉시,2013,2,2013.2/4,15.77,34250.33,217195.33
강릉시,2013,3,2013.3/4,15.9,34512.33,216956.0
강릉시,2013,4,2013.4/4,16.03,34759.33,216905.33
강릉시,2014,1,2014.1/4,16.27,35150.33,216386.67
강릉시,2014,2,2014.2/4,16.4,35466.67,216135.67
강릉시,2014,3,2014.3/4,16.57,35710.33,215790.33
강릉시,2014,4,2014.4/4,16.67,35964.67,215893.67
강릉시,2015,1,2015.1/4,16.8,36168.67,215380.33
강릉시,2015,2,2015.2/4,16.9,36397.0,215144.67
강릉시,2015,3,2015.3/4,17.03,36621.67,214883.33
강릉시,2015,4,2015.4/4,17.17,36859.67,214710.67
강릉시,2016,1,2016.1/4,17.33,37143.33,214201.67
강릉시,2016,2,2016.2/4,17.4,37314.0,214214.67
강릉시,2016,3,2016.3/4,17.5,37450.33,214061.67
강릉시,2016,4,2016.4/4,17.57,37614.0,213930.0
강릉시,2017,1,2017.1/4,17.83,38101.67,213650.67
강릉시,2017,2,2017.2/4,18.2,38824.67,213766.0
강릉시,2017,3,2017.3/4,18.37,39301.0,213718.33
강릉시,2017,4,2017.4/4,18.53,39688.33,213963.67
강릉시,2018,1,2018.1/4,18.77,40042.0,213386.0
강릉시,2018,2,2018.2/4,18.97,40437.33,213168.67
강릉시,2018,3,2018.3/4,19.17,40759.0,212743.0
강릉시,2018,4,2018.4/4,19.33,41103.67,212833.67
강릉시,2019,1,2019.1/4,19.5,41542.33,212823.33
강릉시,2019,2,2019.2/4,19.73,42040.33,213223.67
강릉시,2019,3,2019.3/4,19.93,42514.67,213404.33
강릉시,2019,4,2019.4/4,20.13,42967.33,213510.67
강릉시,2020,1,2020.1/4,20.5,43673.67,213248.0
강릉시,2020,2,2020.2/4,20.8,44319.0,212943.0
강릉시,2020,3,2020.3/4,21.0,44791.0,212989.33
강릉시,2020,4,2020.4/4,21.27,45337.0,213193.33
강릉시,2021,1,2021.1/4,21.5,45868.33,213184.0
강릉시,2021,2,2021.2/4,21.7,46167.0,212785.0
강릉시,2021,3,2021.3/4,21.83,46558.67,213044.33
강릉시,2021,4,2021.4/4,22.1,47122.33,213071.0
강릉시,2022,1,2022.1/4,22.47,47788.0,212772.0
강릉시,2022,2,2022.2/4,22.73,48309.33,212405.67
강릉시,2022,3,2022.3/4,23.0,48814.0,212075.33
강릉시,2022,4,2022.4/4,23.33,49393.67,211554.67
강릉시,2023,1,2023.1/4,23.7,50001.33,210925.67
강릉시,2023,2,2023.2/4,24.0,50561.0,210548.0
강릉시,2023,3,2023.3/4,24.3,50991.67,210165.33
강릉시,2023,4,2023.4/4,24.6,51514.33,209635.67
강릉시,2024,1,2024.1/4,25.0,52230.67,208971.0
강릉시,2024,2,2024.2/4,25.4,52918.33,208542.0
강릉시,2024,3,2024.3/4,25.63,53394.0,208171.0
강릉시,2024,4,2024.4/4,26.0,54025.67,207818.67
강릉시,2025,1,2025.1/4,26.43,54808.67,207412.0
강릉시,2025,2,2025.2/4,26.8,55487.33,207027.0
강릉시,2025,3,2025.3/4,27.1,56089.33,206908.0
강릉시,2025,4,2025.4/4,27.47,56739.33,206503.0
강릉시,2026,1,2026.1/4,27.93,57481.0,205917.33
고성군,2008,1,2008.1/4,19.0,5741.33,30246.67
고성군,2008,2,2008.2/4,19.23,5818.33,30237.0
고성군,2008,3,2008.3/4,19.37,5851.33,30243.33
고성군,2008,4,2008.4/4,19.47,5872.67,30197.67
고성군,2009,1,2009.1/4,19.5,5892.0,30179.67
고성군,2009,2,2009.2/4,19.67,5962.33,30348.0
고성군,2009,3,2009.3/4,19.8,5992.33,30282.33
고성군,2009,4,2009.4/4,19.97,6051.67,30298.67
고성군,2010,1,2010.1/4,20.2,6102.67,30218.33
고성군,2010,2,2010.2/4,20.37,6163.0,30253.67
고성군,2010,3,2010.3/4,20.57,6199.67,30115.0
고성군,2010,4,2010.4/4,20.67,6240.33,30152.0
고성군,2011,1,2011.1/4,20.93,6280.0,30001.33
고성군,2011,2,2011.2/4,21.07,6333.67,30065.67
고성군,2011,3,2011.3/4,21.3,6401.67,30086.33
고성군,2011,4,2011.4/4,21.4,6431.67,30029.67
고성군,2012,1,2012.1/4,21.5,6475.0,30105.33
고성군,2012,2,2012.2/4,21.53,6521.33,30322.67
고성군,2012,3,2012.3/4,21.7,6546.33,30202.33
고성군,2012,4,2012.4/4,21.87,6582.33,30064.33
고성군,2013,1,2013.1/4,22.2,6620.33,29833.0
고성군,2013,2,2013.2/4,22.2,6672.33,30043.67
고성군,2013,3,2013.3/4,22.23,6717.0,30236.0
고성군,2013,4,2013.4/4,22.27,6757.33,30321.33
고성군,2014,1,2014.1/4,22.47,6778.0,30179.33
고성군,2014,2,2014.2/4,22.6,6818.67,30164.0
고성군,2014,3,2014.3/4,22.83,6855.33,30001.67
고성군,2014,4,2014.4/4,22.93,6877.0,30009.67
고성군,2015,1,2015.1/4,23.03,6894.0,29921.67
고성군,2015,2,2015.2/4,23.07,6915.67,29933.33
고성군,2015,3,2015.3/4,23.3,6933.33,29723.33
고성군,2015,4,2015.4/4,23.5,6959.0,29641.0
고성군,2016,1,2016.1/4,23.83,7010.33,29425.0
고성군,2016,2,2016.2/4,24.03,7039.0,29303.67
고성군,2016,3,2016.3/4,24.27,7058.33,29100.67
고성군,2016,4,2016.4/4,24.17,7096.0,29329.0
고성군,2017,1,2017.1/4,24.33,7132.33,29269.67
고성군,2017,2,2017.2/4,24.73,7181.33,29060.0
고성군,2017,3,2017.3/4,24.87,7213.67,29011.0
고성군,2017,4,2017.4/4,24.93,7258.0,29099.33
고성군,2018,1,2018.1/4,25.13,7302.0,29048.67
고성군,2018,2,2018.2/4,25.53,7321.33,28662.0
고성군,2018,3,2018.3/4,25.93,7357.67,28384.0
고성군,2018,4,2018.4/4,26.3,7395.0,28164.67
고성군,2019,1,2019.1/4,26.73,7476.67,27972.0
고성군,2019,2,2019.2/4,27.07,7498.0,27687.67
고성군,2019,3,2019.3/4,27.57,7554.67,27392.0
고성군,2019,4,2019.4/4,27.97,7624.33,27260.67
고성군,2020,1,2020.1/4,28.53,7737.0,27103.0
고성군,2020,2,2020.2/4,29.0,7813.67,26922.0
고성군,2020,3,2020.3/4,29.33,7877.33,26837.0
고성군,2020,4,2020.4/4,29.67,7939.0,26778.67
고성군,2021,1,2021.1/4,30.0,8005.67,26721.33
고성군,2021,2,2021.2/4,30.03,8070.67,26849.33
고성군,2021,3,2021.3/4,30.1,8130.67,26982.0
고성군,2021,4,2021.4/4,30.27,8215.67,27127.33
고성군,2022,1,2022.1/4,30.4,8307.33,27316.33
고성군,2022,2,2022.2/4,30.57,8364.0,27365.67
고성군,2022,3,2022.3/4,30.83,8421.33,27297.0
고성군,2022,4,2022.4/4,31.1,8501.33,27329.0
고성군,2023,1,2023.1/4,31.53,8574.67,27181.67
고성군,2023,2,2023.2/4,31.67,8630.33,27230.67
고성군,2023,3,2023.3/4,31.8,8681.33,27315.33
고성군,2023,4,2023.4/4,32.07,8763.67,27325.67
고성군,2024,1,2024.1/4,32.43,8837.0,27258.33
고성군,2024,2,2024.2/4,32.73,8905.33,27195.67
고성군,2024,3,2024.3/4,33.2,8995.33,27096.67
고성군,2024,4,2024.4/4,33.63,9085.0,27014.0
고성군,2025,1,2025.1/4,34.23,9186.67,26843.33
고성군,2025,2,2025.2/4,34.6,9283.0,26815.33
고성군,2025,3,2025.3/4,34.9,9339.67,26768.67
고성군,2025,4,2025.4/4,35.2,9442.0,26813.0
고성군,2026,1,2026.1/4,35.57,9590.33,26955.67
동해시,2008,1,2008.1/4,11.7,11296.33,96434.33
동해시,2008,2,2008.2/4,11.87,11428.67,96068.0
동해시,2008,3,2008.3/4,12.0,11513.33,95898.33
동해시,2008,4,2008.4/4,12.1,11572.33,95729.67
동해시,2009,1,2009.1/4,12.27,11706.33,95498.33
동해시,2009,2,2009.2/4,12.47,11872.67,95237.33
동해시,2009,3,2009.3/4,12.53,11912.33,95106.33
동해시,2009,4,2009.4/4,12.67,12050.0,95092.0
동해시,2010,1,2010.1/4,12.83,12165.33,94717.0
동해시,2010,2,2010.2/4,13.03,12287.33,94455.33
동해시,2010,3,2010.3/4,13.1,12368.67,94346.33
동해시,2010,4,2010.4/4,13.2,12568.0,95268.0
동해시,2011,1,2011.1/4,13.3,12629.67,94956.33
동해시,2011,2,2011.2/4,13.4,12700.0,94799.0
동해시,2011,3,2011.3/4,13.47,12778.0,94750.0
동해시,2011,4,2011.4/4,13.6,12899.0,95003.0
동해시,2012,1,2012.1/4,13.77,13014.33,94645.67
동해시,2012,2,2012.2/4,13.9,13108.67,94350.33
동해시,2012,3,2012.3/4,14.03,13199.33,94186.33
동해시,2012,4,2012.4/4,14.17,13333.33,93944.67
동해시,2013,1,2013.1/4,14.4,13524.67,93996.0
동해시,2013,2,2013.2/4,14.53,13684.0,94242.0
동해시,2013,3,2013.3/4,14.6,13836.0,94732.33
동해시,2013,4,2013.4/4,14.7,13962.33,94928.33
동해시,2014,1,2014.1/4,14.9,14112.33,94700.67
동해시,2014,2,2014.2/4,15.03,14218.0,94557.0
동해시,2014,3,2014.3/4,15.17,14332.33,94571.33
동해시,2014,4,2014.4/4,15.23,14423.33,94637.33
동해시,2015,1,2015.1/4,15.4,14525.67,94270.0
동해시,2015,2,2015.2/4,15.57,14648.0,94097.67
동해시,2015,3,2015.3/4,15.67,14753.0,94059.67
동해시,2015,4,2015.4/4,15.83,14853.67,93943.0
동해시,2016,1,2016.1/4,15.97,14943.33,93684.0
동해시,2016,2,2016.2/4,16.0,14956.67,93425.33
동해시,2016,3,2016.3/4,16.0,14991.67,93463.0
동해시,2016,4,2016.4/4,16.17,15084.33,93352.0
동해시,2017,1,2017.1/4,16.4,15273.67,93105.67
동해시,2017,2,2017.2/4,16.7,15477.0,92842.0
동해시,2017,3,2017.3/4,16.87,15656.0,92811.33
동해시,2017,4,2017.4/4,17.03,15814.67,92846.67
동해시,2018,1,2018.1/4,17.33,15997.0,92268.33
동해시,2018,2,2018.2/4,17.67,16208.67,91788.33
동해시,2018,3,2018.3/4,17.87,16358.33,91561.33
동해시,2018,4,2018.4/4,18.03,16474.67,91346.0
동해시,2019,1,2019.1/4,18.3,16628.33,90988.33
동해시,2019,2,2019.2/4,18.53,16823.33,90707.67
동해시,2019,3,2019.3/4,18.8,17034.33,90539.0
동해시,2019,4,2019.4/4,19.1,17250.0,90417.0
동해시,2020,1,2020.1/4,19.43,17530.0,90296.67
동해시,2020,2,2020.2/4,19.7,17801.67,90351.0
동해시,2020,3,2020.3/4,19.9,18030.0,90534.67
동해시,2020,4,2020.4/4,20.13,18237.33,90593.0
동해시,2021,1,2021.1/4,20.4,18414.0,90219.33
동해시,2021,2,2021.2/4,20.63,18557.0,89945.0
동해시,2021,3,2021.3/4,20.83,18774.0,90056.0
동해시,2021,4,2021.4/4,21.07,18980.0,90068.67
동해시,2022,1,2022.1/4,21.4,19247.0,89933.0
동해시,2022,2,2022.2/4,21.77,19490.33,89622.0
동해시,2022,3,2022.3/4,22.0,19723.67,89615.67
동해시,2022,4,2022.4/4,22.27,19926.0,89416.33
동해시,2023,1,2023.1/4,22.57,20145.67,89266.67
동해시,2023,2,2023.2/4,22.9,20379.0,89117.33
동해시,2023,3,2023.3/4,23.1,20588.0,88947.67
동해시,2023,4,2023.4/4,23.4,20788.0,88692.67
동해시,2024,1,2024.1/4,23.8,21036.0,88383.0
동해시,2024,2,2024.2/4,24.2,21287.0,88032.67
동해시,2024,3,2024.3/4,24.5,21494.0,87785.33
동해시,2024,4,2024.4/4,24.83,21784.0,87709.33
동해시,2025,1,2025.1/4,25.3,22072.33,87338.0
동해시,2025,2,2025.2/4,25.7,22332.67,86927.33
동해시,2025,3,2025.3/4,26.03,22582.67,86705.0
동해시,2025,4,2025.4/4,26.4,22847.0,86452.67
동해시,2026,1,2026.1/4,26.9,23131.0,86054.0
삼척시,2008,1,2008.1/4,16.8,11887.33,70695.67
삼척시,2008,2,2008.2/4,17.0,12014.67,70775.33
삼척시,2008,3,2008.3/4,17.07,12046.0,70548.0
삼척시,2008,4,2008.4/4,17.1,12099.33,70744.0
삼척시,2009,1,2009.1/4,17.13,12198.33,71129.33
삼척시,2009,2,2009.2/4,17.1,12347.67,72073.67
삼척시,2009,3,2009.3/4,17.23,12413.67,72046.33
삼척시,2009,4,2009.4/4,17.33,12483.33,72006.33
삼척시,2010,1,2010.1/4,17.57,12580.0,71640.33
삼척시,2010,2,2010.2/4,17.6,12727.33,72281.33
삼척시,2010,3,2010.3/4,17.77,12778.33,71919.0
삼척시,2010,4,2010.4/4,17.83,12921.0,72379.67
삼척시,2011,1,2011.1/4,18.0,12930.0,71899.67
삼척시,2011,2,2011.2/4,17.97,12999.0,72385.67
삼척시,2011,3,2011.3/4,18.07,13069.67,72407.33
삼척시,2011,4,2011.4/4,18.07,13104.67,72532.33
삼척시,2012,1,2012.1/4,18.2,13158.67,72309.33
삼척시,2012,2,2012.2/4,18.1,13264.33,73172.67
삼척시,2012,3,2012.3/4,18.27,13355.33,73135.67
삼척시,2012,4,2012.4/4,18.47,13429.67,72733.67
삼척시,2013,1,2013.1/4,18.8,13568.33,72185.0
삼척시,2013,2,2013.2/4,18.73,13721.33,73281.0
삼척시,2013,3,2013.3/4,18.93,13817.33,73053.67
삼척시,2013,4,2013.4/4,19.03,13891.67,73141.67
삼척시,2014,1,2014.1/4,19.23,13972.33,72613.0
삼척시,2014,2,2014.2/4,19.17,14053.33,73310.67
삼척시,2014,3,2014.3/4,19.4,14149.67,72902.67
삼척시,2014,4,2014.4/4,19.6,14236.33,72594.0
삼척시,2015,1,2015.1/4,19.97,14302.0,71603.33
삼척시,2015,2,2015.2/4,20.1,14418.0,71701.67
삼척시,2015,3,2015.3/4,20.3,14477.33,71343.67
삼척시,2015,4,2015.4/4,20.43,14521.33,71055.33
삼척시,2016,1,2016.1/4,20.77,14556.33,70098.67
삼척시,2016,2,2016.2/4,20.8,14573.0,69981.33
삼척시,2016,3,2016.3/4,20.97,14594.33,69688.33
삼척시,2016,4,2016.4/4,20.93,14613.67,69842.0
삼척시,2017,1,2017.1/4,21.27,14687.67,69086.0
삼척시,2017,2,2017.2/4,21.5,14862.0,69175.67
삼척시,2017,3,2017.3/4,21.77,14969.67,68864.0
삼척시,2017,4,2017.4/4,21.93,15071.33,68671.0
삼척시,2018,1,2018.1/4,22.17,15166.67,68317.67
삼척시,2018,2,2018.2/4,22.27,15265.0,68689.67
삼척시,2018,3,2018.3/4,22.37,15377.67,68625.0
삼척시,2018,4,2018.4/4,22.6,15469.33,68538.67
삼척시,2019,1,2019.1/4,22.93,15555.67,67907.0
삼척시,2019,2,2019.2/4,23.1,15686.0,67990.0
삼척시,2019,3,2019.3/4,23.37,15824.67,67773.67
삼척시,2019,4,2019.4/4,23.63,15949.67,67450.0
삼척시,2020,1,2020.1/4,24.3,16138.0,66457.33
삼척시,2020,2,2020.2/4,24.83,16351.33,65824.67
삼척시,2020,3,2020.3/4,25.03,16444.33,65681.67
삼척시,2020,4,2020.4/4,25.3,16537.67,65398.67
삼척시,2021,1,2021.1/4,25.73,16628.67,64673.0
삼척시,2021,2,2021.2/4,26.0,16692.0,64205.33
삼척시,2021,3,2021.3/4,26.27,16794.33,63880.33
삼척시,2021,4,2021.4/4,26.5,16861.0,63648.0
삼척시,2022,1,2022.1/4,26.67,17041.0,63817.33
삼척시,2022,2,2022.2/4,26.8,17200.33,64225.67
삼척시,2022,3,2022.3/4,27.1,17305.67,63853.0
삼척시,2022,4,2022.4/4,27.4,17428.0,63583.0
삼척시,2023,1,2023.1/4,27.8,17583.33,63239.0
삼척시,2023,2,2023.2/4,28.0,17743.0,63357.67
삼척시,2023,3,2023.3/4,28.2,17815.67,63117.0
삼척시,2023,4,2023.4/4,28.6,17959.0,62802.33
삼척시,2024,1,2024.1/4,29.13,18140.33,62303.0
삼척시,2024,2,2024.2/4,29.37,18325.0,62438.33
삼척시,2024,3,2024.3/4,29.7,18467.0,62217.0
삼척시,2024,4,2024.4/4,30.13,18640.33,61893.33
삼척시,2025,1,2025.1/4,30.73,18864.67,61417.33
삼척시,2025,2,2025.2/4,31.03,19056.33,61408.0
삼척시,2025,3,2025.3/4,31.5,19221.0,61002.0
삼척시,2025,4,2025.4/4,32.0,19402.0,60680.33
삼척시,2026,1,2026.1/4,32.53,19628.67,60297.33
속초시,2008,1,2008.1/4,11.17,9527.67,85201.67
속초시,2008,2,2008.2/4,11.33,9616.0,84805.33
속초시,2008,3,2008.3/4,11.43,9684.33,84735.67
속초시,2008,4,2008.4/4,11.57,9809.0,84665.33
속초시,2009,1,2009.1/4,11.73,9921.0,84437.67
속초시,2009,2,2009.2/4,11.93,10019.67,84088.33
속초시,2009,3,2009.3/4,12.03,10093.0,83945.0
속초시,2009,4,2009.4/4,12.17,10177.67,83760.33
속초시,2010,1,2010.1/4,12.3,10318.33,83824.0
속초시,2010,2,2010.2/4,12.47,10428.67,83670.67
속초시,2010,3,2010.3/4,12.57,10530.0,83771.67
속초시,2010,4,2010.4/4,12.67,10679.0,84333.33
속초시,2011,1,2011.1/4,12.73,10698.67,84098.0
속초시,2011,2,2011.2/4,12.87,10792.67,83884.33
속초시,2011,3,2011.3/4,13.0,10901.67,83811.0
속초시,2011,4,2011.4/4,13.13,11007.0,83808.0
속초시,2012,1,2012.1/4,13.3,11130.33,83720.0
속초시,2012,2,2012.2/4,13.47,11257.33,83518.67
속초시,2012,3,2012.3/4,13.6,11365.0,83541.67
속초시,2012,4,2012.4/4,13.73,11495.33,83615.33
속초시,2013,1,2013.1/4,13.9,11605.67,83491.0
속초시,2013,2,2013.2/4,14.07,11708.33,83241.67
속초시,2013,3,2013.3/4,14.17,11777.0,83102.67
속초시,2013,4,2013.4/4,14.27,11852.67,83085.33
속초시,2014,1,2014.1/4,14.43,11966.33,82989.0
속초시,2014,2,2014.2/4,14.57,12082.33,82818.0
속초시,2014,3,2014.3/4,14.67,12139.67,82837.0
속초시,2014,4,2014.4/4,14.8,12226.33,82662.33
속초시,2015,1,2015.1/4,14.97,12304.67,82364.67
속초시,2015,2,2015.2/4,15.03,12351.0,82130.0
속초시,2015,3,2015.3/4,15.1,12404.67,82228.67
속초시,2015,4,2015.4/4,15.1,12492.67,82577.0
속초시,2016,1,2016.1/4,15.33,12589.0,82094.0
속초시,2016,2,2016.2/4,15.4,12659.33,82070.0
속초시,2016,3,2016.3/4,15.4,12743.33,82719.33
속초시,2016,4,2016.4/4,15.5,12755.0,82353.33
속초시,2017,1,2017.1/4,15.7,12889.0,81954.33
속초시,2017,2,2017.2/4,16.0,13063.0,81546.67
속초시,2017,3,2017.3/4,16.23,13222.67,81550.0
속초시,2017,4,2017.4/4,16.27,13408.67,82454.67
속초시,2018,1,2018.1/4,16.5,13507.67,81955.67
속초시,2018,2,2018.2/4,16.67,13599.0,81725.67
속초시,2018,3,2018.3/4,16.73,13691.67,81769.67
속초시,2018,4,2018.4/4,17.0,13886.0,81771.33
속초시,2019,1,2019.1/4,17.3,14081.33,81473.0
속초시,2019,2,2019.2/4,17.5,14281.67,81605.0
속초시,2019,3,2019.3/4,17.7,14487.0,81753.67
속초시,2019,4,2019.4/4,18.0,14753.33,81796.0
속초시,2020,1,2020.1/4,18.33,15007.0,81757.67
속초시,2020,2,2020.2/4,18.7,15319.67,81854.67
속초시,2020,3,2020.3/4,18.93,15590.0,82337.0
속초시,2020,4,2020.4/4,19.13,15801.67,82613.0
속초시,2021,1,2021.1/4,19.4,15980.33,82465.33
속초시,2021,2,2021.2/4,19.6,16124.67,82265.67
속초시,2021,3,2021.3/4,19.83,16351.0,82414.67
속초시,2021,4,2021.4/4,20.07,16599.33,82690.0
속초시,2022,1,2022.1/4,20.4,16875.33,82766.0
속초시,2022,2,2022.2/4,20.63,17071.0,82754.67
속초시,2022,3,2022.3/4,20.8,17261.33,82944.33
속초시,2022,4,2022.4/4,21.1,17477.33,82794.0
속초시,2023,1,2023.1/4,21.43,17718.0,82708.33
속초시,2023,2,2023.2/4,21.7,17941.0,82498.0
속초시,2023,3,2023.3/4,22.07,18171.33,82326.67
속초시,2023,4,2023.4/4,22.43,18422.0,82104.67
속초시,2024,1,2024.1/4,22.87,18694.67,81817.67
속초시,2024,2,2024.2/4,23.23,18945.0,81518.67
속초시,2024,3,2024.3/4,23.5,19116.67,81304.67
속초시,2024,4,2024.4/4,23.9,19355.67,81028.67
속초시,2025,1,2025.1/4,24.43,19675.33,80560.67
속초시,2025,2,2025.2/4,24.83,19917.0,80169.0
속초시,2025,3,2025.3/4,25.27,20206.67,80042.67
속초시,2025,4,2025.4/4,25.6,20414.67,79741.0
속초시,2026,1,2026.1/4,26.13,20714.67,79273.33
양구군,2008,1,2008.1/4,16.17,3434.33,21263.67
양구군,2008,2,2008.2/4,16.27,3464.33,21312.67
양구군,2008,3,2008.3/4,16.37,3484.0,21313.33
양구군,2008,4,2008.4/4,16.5,3510.33,21298.33
양구군,2009,1,2009.1/4,16.6,3532.33,21289.33
양구군,2009,2,2009.2/4,16.7,3567.67,21323.33
양구군,2009,3,2009.3/4,16.9,3592.0,21301.33
양구군,2009,4,2009.4/4,17.13,3650.0,21308.33
양구군,2010,1,2010.1/4,17.17,3674.0,21406.67
양구군,2010,2,2010.2/4,17.33,3706.0,21402.67
양구군,2010,3,2010.3/4,17.33,3719.0,21429.33
양구군,2010,4,2010.4/4,17.23,3756.33,21810.67
양구군,2011,1,2011.1/4,17.23,3747.0,21737.0
양구군,2011,2,2011.2/4,17.23,3767.67,21860.67
양구군,2011,3,2011.3/4,17.1,3775.67,22090.67
양구군,2011,4,2011.4/4,17.03,3792.33,22254.33
양구군,2012,1,2012.1/4,17.0,3818.33,22443.0
양구군,2012,2,2012.2/4,16.9,3841.33,22721.0
양구군,2012,3,2012.3/4,16.97,3865.67,22753.67
양구군,2012,4,2012.4/4,17.03,3877.33,22749.33
양구군,2013,1,2013.1/4,17.1,3906.67,22869.33
양구군,2013,2,2013.2/4,17.03,3944.0,23161.67
양구군,2013,3,2013.3/4,17.03,3962.67,23250.67
양구군,2013,4,2013.4/4,17.0,3998.67,23519.33
양구군,2014,1,2014.1/4,17.03,4012.33,23569.67
양구군,2014,2,2014.2/4,17.0,4027.0,23728.67
양구군,2014,3,2014.3/4,17.07,4038.0,23634.67
양구군,2014,4,2014.4/4,17.07,4041.67,23670.67
양구군,2015,1,2015.1/4,17.03,4058.67,23808.0
양구군,2015,2,2015.2/4,16.9,4056.67,24000.33
양구군,2015,3,2015.3/4,16.73,4047.33,24167.67
양구군,2015,4,2015.4/4,16.9,4076.33,24105.33
양구군,2016,1,2016.1/4,17.07,4105.67,24015.0
양구군,2016,2,2016.2/4,17.17,4120.0,24011.67
양구군,2016,3,2016.3/4,17.17,4122.33,24022.0
양구군,2016,4,2016.4/4,17.17,4116.0,23986.0
양구군,2017,1,2017.1/4,17.33,4136.33,23845.0
양구군,2017,2,2017.2/4,17.57,4202.33,23926.67
양구군,2017,3,2017.3/4,17.77,4237.67,23878.33
양구군,2017,4,2017.4/4,17.83,4255.33,23839.0
양구군,2018,1,2018.1/4,18.07,4272.67,23674.0
양구군,2018,2,2018.2/4,18.17,4295.67,23658.33
양구군,2018,3,2018.3/4,18.33,4300.0,23455.0
양구군,2018,4,2018.4/4,18.47,4316.0,23392.0
양구군,2019,1,2019.1/4,18.73,4360.33,23286.33
양구군,2019,2,2019.2/4,18.9,4402.67,23287.0
양구군,2019,3,2019.3/4,19.23,4460.0,23184.0
양구군,2019,4,2019.4/4,19.6,4490.33,22911.33
양구군,2020,1,2020.1/4,20.37,4557.67,22397.67
양구군,2020,2,2020.2/4,20.63,4610.67,22361.67
양구군,2020,3,2020.3/4,20.8,4645.0,22313.0
양구군,2020,4,2020.4/4,21.0,4684.33,22301.33
양구군,2021,1,2021.1/4,21.4,4742.67,22152.0
양구군,2021,2,2021.2/4,21.77,4801.67,22078.33
양구군,2021,3,2021.3/4,22.07,4841.0,21959.0
양구군,2021,4,2021.4/4,22.37,4886.33,21849.33
양구군,2022,1,2022.1/4,22.83,4954.0,21685.67
양구군,2022,2,2022.2/4,23.07,4991.33,21647.33
양구군,2022,3,2022.3/4,23.33,5020.0,21505.0
양구군,2022,4,2022.4/4,23.57,5050.67,21409.0
양구군,2023,1,2023.1/4,24.03,5126.67,21326.33
양구군,2023,2,2023.2/4,24.4,5203.0,21335.0
양구군,2023,3,2023.3/4,24.63,5231.0,21244.67
양구군,2023,4,2023.4/4,24.93,5266.67,21124.67
양구군,2024,1,2024.1/4,25.37,5331.33,21016.0
양구군,2024,2,2024.2/4,25.8,5393.33,20908.67
양구군,2024,3,2024.3/4,26.1,5426.0,20788.67
양구군,2024,4,2024.4/4,26.43,5463.67,20649.0
양구군,2025,1,2025.1/4,27.0,5531.0,20495.67
양구군,2025,2,2025.2/4,27.27,5588.33,20490.0
양구군,2025,3,2025.3/4,27.57,5649.0,20482.33
양구군,2025,4,2025.4/4,27.93,5707.67,20434.33
양구군,2026,1,2026.1/4,28.37,5776.67,20374.33
양양군,2008,1,2008.1/4,18.97,5366.67,28315.33
양양군,2008,2,2008.2/4,19.27,5446.33,28259.33
양양군,2008,3,2008.3/4,19.4,5476.33,28201.67
양양군,2008,4,2008.4/4,19.63,5520.0,28121.0
양양군,2009,1,2009.1/4,19.9,5580.67,28023.33
양양군,2009,2,2009.2/4,20.2,5652.33,28008.67
양양군,2009,3,2009.3/4,20.3,5686.0,28011.67
양양군,2009,4,2009.4/4,20.4,5709.0,27974.67
양양군,2010,1,2010.1/4,20.7,5784.67,27929.0
양양군,2010,2,2010.2/4,21.0,5857.33,27883.67
양양군,2010,3,2010.3/4,21.17,5883.33,27805.33
양양군,2010,4,2010.4/4,21.27,5941.0,27960.0
양양군,2011,1,2011.1/4,21.4,5970.0,27865.0
양양군,2011,2,2011.2/4,21.57,6025.67,27925.33
양양군,2011,3,2011.3/4,21.67,6063.33,27977.33
양양군,2011,4,2011.4/4,21.9,6129.33,27961.33
양양군,2012,1,2012.1/4,22.23,6188.0,27835.67
양양군,2012,2,2012.2/4,22.43,6249.67,27844.67
양양군,2012,3,2012.3/4,22.7,6318.33,27877.67
양양군,2012,4,2012.4/4,22.93,6381.67,27849.67
양양군,2013,1,2013.1/4,23.27,6442.0,27705.33
양양군,2013,2,2013.2/4,23.43,6478.0,27662.33
